Day	plate	Row	Col	medium	protist	bacteria 	state	ind./cm^2
1	4	F	2	PAS	P3	A	cyst	1219
1	4	F	1	2%KB	P2	C	active	813
1	4	F	1	2%KB	P2	C	cyst	0
1	4	G	1	PAS	P5	NO	active	135
1	4	G	1	PAS	P5	NO	cyst	0
1	4	G	2	NA	NA	NA	NA	0
1	4	G	3	2%KB	NO	H	NA	0
1	4	G	4	2%KB	P1	F	active	2708
1	4	G	4	2%KB	P1	F	cyst	0
1	4	G	5	PAS	P3	G	active	813
1	4	G	5	PAS	P3	G	cyst	677
1	4	G	6	2%KB	P5	F	active	0
1	4	G	6	2%KB	P5	F	cyst	0
1	4	G	7	2%KB	P4	F	active	406
1	4	G	7	2%KB	P4	F	cyst	135
1	4	G	8	NA	NA	NA	NA	0
1	4	G	9	2%KB	NO	C	NA	0
1	4	G	10	PAS	NO	I	NA	0
1	4	G	11	PAS	P2	A	active	4604
1	4	G	11	PAS	P2	A	cyst	0
1	4	G	12	NA	NA	NA	NA	0
1	4	H	12	2%KB	P5	H	active	0
1	4	H	12	2%KB	P5	H	cyst	0
1	4	H	11	PAS	P6	H	active	1219
1	4	H	11	PAS	P6	H	cyst	0
1	4	H	10	NA	NA	NA	NA	0
1	4	H	9	PAS	P1	C	active	3521
1	4	H	9	PAS	P1	C	cyst	0
1	4	H	8	PAS	P2	C	active	4063
1	4	H	8	PAS	P2	C	cyst	0
1	4	H	7	PAS	P2	E	active	3927
1	4	H	7	PAS	P2	E	cyst	0
1	4	H	6	PAS	P2	NO	active	677
1	4	H	6	PAS	P2	NO	cyst	0
1	4	H	5	NA	NA	NA	NA	0
1	4	H	4	2%KB	P2	G	active	2031
1	4	H	4	2%KB	P2	G	cyst	271
1	4	H	3	NA	NA	NA	NA	0
1	4	H	2	2%KB	P3	A	active	948
1	4	H	2	2%KB	P3	A	cyst	135
1	4	H	1	2%KB	NO	D	NA	0
1	5	A	1	2%KB	NO	G	NA	0
1	5	A	2	2%KB	P6	F	active	2167
1	5	A	2	2%KB	P6	F	cyst	0
1	5	A	3	PAS	P1	G	active	4875
1	5	A	3	PAS	P1	G	cyst	0
1	5	A	4	NA	NA	NA	NA	0
1	5	A	5	2%KB	P5	A	active	0
1	5	A	5	2%KB	P5	A	cyst	0
1	5	A	6	2%KB	NO	I	NA	0
1	5	A	7	2%KB	P1	G	active	2979
1	5	A	7	2%KB	P1	G	cyst	0
1	5	A	8	2%KB	P6	D	active	406
1	5	A	8	2%KB	P6	D	cyst	0
1	5	A	9	2%KB	P3	B	active	406
1	5	A	9	2%KB	P3	B	cyst	813
1	5	A	10	2%KB	P5	I	active	135
1	5	A	10	2%KB	P5	I	cyst	0
1	5	A	11	NA	NA	NA	NA	0
1	5	A	12	PAS	P1	A	active	2708
1	5	A	12	PAS	P1	A	cyst	135
1	5	B	12	2%KB	P5	B	active	0
1	5	B	12	2%KB	P5	B	cyst	0
1	5	B	11	2%KB	P5	H	active	0
1	5	B	11	2%KB	P5	H	cyst	0
1	5	B	10	2%KB	P6	F	active	1219
1	5	B	10	2%KB	P6	F	cyst	0
1	5	B	9	2%KB	P4	C	active	135
1	5	B	9	2%KB	P4	C	cyst	542
1	5	B	8	2%KB	P2	A	active	813
1	5	B	8	2%KB	P2	A	cyst	0
1	5	B	7	2%KB	P1	B	active	0
1	5	B	7	2%KB	P1	B	cyst	135
1	5	B	6	2%KB	P3	C	active	406
1	5	B	6	2%KB	P3	C	cyst	0
1	5	B	5	2%KB	P5	C	active	135
1	5	B	5	2%KB	P5	C	cyst	0
1	5	B	4	PAS	P3	H	active	135
1	5	B	4	PAS	P3	H	cyst	1083
1	5	B	3	PAS	P4	B	active	542
1	5	B	3	PAS	P4	B	cyst	135
1	5	B	2	PAS	P1	I	active	2979
1	5	B	2	PAS	P1	I	cyst	0
1	5	B	1	2%KB	P5	F	active	135
1	5	B	1	2%KB	P5	F	cyst	0
1	5	C	1	2%KB	P1	D	active	813
1	5	C	1	2%KB	P1	D	cyst	0
1	5	C	2	2%KB	P2	I	active	813
1	5	C	2	2%KB	P2	I	cyst	0
1	5	C	3	PAS	P2	F	active	7177
1	5	C	3	PAS	P2	F	cyst	0
1	5	C	4	PAS	P2	D	active	2708
1	5	C	4	PAS	P2	D	cyst	0
1	5	C	5	NA	NA	NA	NA	0
1	5	C	6	2%KB	P5	H	active	0
1	5	C	6	2%KB	P5	H	cyst	0
1	5	C	7	2%KB	P5	G	active	135
1	5	C	7	2%KB	P5	G	cyst	0
1	5	C	8	NA	NA	NA	NA	0
1	5	C	9	PAS	P5	I	active	135
1	5	C	9	PAS	P5	I	cyst	271
1	5	C	10	2%KB	P1	H	active	135
1	5	C	10	2%KB	P1	H	cyst	0
1	5	C	11	PAS	P4	D	active	271
1	5	C	11	PAS	P4	D	cyst	0
1	5	C	12	2%KB	P5	G	active	271
1	5	C	12	2%KB	P5	G	cyst	0
1	5	D	12	PAS	P5	F	active	0
1	5	D	12	PAS	P5	F	cyst	0
1	5	D	11	2%KB	P1	I	active	135
1	5	D	11	2%KB	P1	I	cyst	0
1	5	D	10	2%KB	P3	F	active	3115
1	5	D	10	2%KB	P3	F	cyst	0
1	5	D	9	PAS	P4	NO	active	542
1	5	D	9	PAS	P4	NO	cyst	0
1	5	D	8	PAS	P5	NO	active	0
1	5	D	8	PAS	P5	NO	cyst	0
1	5	D	7	NA	NA	NA	NA	0
1	5	D	6	2%KB	P3	D	active	1219
1	5	D	6	2%KB	P3	D	cyst	948
1	5	D	5	PAS	NO	B	NA	0
1	5	D	4	PAS	P2	NO	active	948
1	5	D	4	PAS	P2	NO	cyst	0
1	5	D	3	2%KB	P1	E	active	3250
1	5	D	3	2%KB	P1	E	cyst	0
1	5	D	2	2%KB	P6	NO	active	948
1	5	D	2	2%KB	P6	NO	cyst	135
1	5	D	1	NA	NA	NA	NA	0
1	5	E	1	2%KB	P4	H	active	0
1	5	E	1	2%KB	P4	H	cyst	677
1	5	E	2	NA	NA	NA	NA	0
1	5	E	3	2%KB	P4	A	active	271
1	5	E	3	2%KB	P4	A	cyst	948
1	5	E	4	PAS	P3	C	active	677
1	5	E	4	PAS	P3	C	cyst	1625
1	5	E	5	NA	NA	NA	NA	0
1	5	E	6	PAS	P3	NO	active	0
1	5	E	6	PAS	P3	NO	cyst	813
1	5	E	7	NA	NA	NA	NA	0
1	5	E	8	2%KB	P6	A	active	1354
1	5	E	8	2%KB	P6	A	cyst	0
1	5	E	9	2%KB	P1	C	active	1354
1	5	E	9	2%KB	P1	C	cyst	0
1	5	E	10	2%KB	P5	B	active	135
1	5	E	10	2%KB	P5	B	cyst	0
1	5	E	11	2%KB	NO	B	NA	0
1	5	E	12	NA	NA	NA	NA	0
1	5	F	12	2%KB	P4	C	active	135
1	5	F	12	2%KB	P4	C	cyst	0
1	5	F	11	2%KB	P2	NO	active	813
1	5	F	11	2%KB	P2	NO	cyst	0
1	5	F	10	2%KB	P3	E	active	1083
1	5	F	10	2%KB	P3	E	cyst	271
1	5	F	9	2%KB	P4	B	active	0
1	5	F	9	2%KB	P4	B	cyst	135
1	5	F	8	2%KB	P6	C	active	948
1	5	F	8	2%KB	P6	C	cyst	0
1	5	F	7	2%KB	P1	A	active	948
1	5	F	7	2%KB	P1	A	cyst	0
1	5	F	6	PAS	P1	B	active	3250
1	5	F	6	PAS	P1	B	cyst	0
1	5	F	5	PAS	P4	G	active	0
1	5	F	5	PAS	P4	G	cyst	135
1	5	F	4	NA	NA	NA	NA	0
1	5	F	3	2%KB	P3	B	active	271
1	5	F	3	2%KB	P3	B	cyst	1083
1	5	F	2	NA	NA	NA	NA	0
1	5	F	1	PAS	NO	F	NA	0
1	5	G	1	2%KB	P2	C	active	948
1	5	G	1	2%KB	P2	C	cyst	0
1	5	G	2	2%KB	P1	C	active	1896
1	5	G	2	2%KB	P1	C	cyst	0
1	5	G	3	2%KB	P6	H	active	406
1	5	G	3	2%KB	P6	H	cyst	135
1	5	G	4	2%KB	P2	NO	active	813
1	5	G	4	2%KB	P2	NO	cyst	0
1	5	G	5	2%KB	P5	E	active	0
1	5	G	5	2%KB	P5	E	cyst	0
1	5	G	6	2%KB	P4	F	active	406
1	5	G	6	2%KB	P4	F	cyst	135
1	5	G	7	PAS	P3	B	active	271
1	5	G	7	PAS	P3	B	cyst	1760
1	5	G	8	2%KB	P1	E	active	4469
1	5	G	8	2%KB	P1	E	cyst	0
1	5	G	9	2%KB	P6	G	active	2167
1	5	G	9	2%KB	P6	G	cyst	0
1	5	G	10	2%KB	P3	C	active	1490
1	5	G	10	2%KB	P3	C	cyst	0
1	5	G	11	2%KB	P4	E	active	271
1	5	G	11	2%KB	P4	E	cyst	0
1	5	G	12	NA	NA	NA	NA	0
1	5	H	12	PAS	NO	H	NA	0
1	5	H	11	2%KB	P2	E	active	1896
1	5	H	11	2%KB	P2	E	cyst	0
1	5	H	10	2%KB	P6	I	active	135
1	5	H	10	2%KB	P6	I	cyst	0
1	5	H	9	2%KB	P3	G	active	3521
1	5	H	9	2%KB	P3	G	cyst	0
1	5	H	8	2%KB	NO	E	NA	0
1	5	H	7	NA	NA	NA	NA	0
1	5	H	6	2%KB	P5	I	active	0
1	5	H	6	2%KB	P5	I	cyst	0
1	5	H	5	NA	NA	NA	NA	0
1	5	H	4	PAS	P6	D	active	1354
1	5	H	4	PAS	P6	D	cyst	0
1	5	H	3	PAS	P2	I	active	2573
1	5	H	3	PAS	P2	I	cyst	0
1	5	H	2	2%KB	P5	NO	active	135
1	5	H	2	2%KB	P5	NO	cyst	0
1	5	H	1	2%KB	P1	F	active	2167
1	5	H	1	2%KB	P1	F	cyst	135
1	6	A	1	PAS	NO	E	NA	0
1	6	A	2	2%KB	P3	B	active	542
1	6	A	2	2%KB	P3	B	cyst	813
1	6	A	3	2%KB	P4	D	active	135
1	6	A	3	2%KB	P4	D	cyst	271
1	6	A	4	NA	NA	NA	NA	0
1	6	A	5	NA	NA	NA	NA	0
1	6	A	6	2%KB	P6	D	active	1760
1	6	A	6	2%KB	P6	D	cyst	0
1	6	A	7	2%KB	P3	E	active	948
1	6	A	7	2%KB	P3	E	cyst	271
1	6	A	8	2%KB	P4	B	active	271
1	6	A	8	2%KB	P4	B	cyst	0
1	6	A	9	2%KB	P2	NO	active	1219
1	6	A	9	2%KB	P2	NO	cyst	0
1	6	A	10	PAS	P5	G	active	0
1	6	A	10	PAS	P5	G	cyst	0
1	6	A	11	2%KB	NO	A	NA	0
1	6	A	12	2%KB	P5	A	active	135
1	6	A	12	2%KB	P5	A	cyst	0
1	6	B	12	2%KB	P3	I	active	1083
1	6	B	12	2%KB	P3	I	cyst	677
1	6	B	11	PAS	P4	G	active	135
1	6	B	11	PAS	P4	G	cyst	0
1	6	B	10	PAS	P1	C	active	2438
1	6	B	10	PAS	P1	C	cyst	0
1	6	B	9	PAS	P6	I	active	2031
1	6	B	9	PAS	P6	I	cyst	0
1	6	B	8	NA	NA	NA	NA	0
1	6	B	7	2%KB	P3	NO	active	406
1	6	B	7	2%KB	P3	NO	cyst	271
1	6	B	6	2%KB	P1	B	active	1354
1	6	B	6	2%KB	P1	B	cyst	0
1	6	B	5	2%KB	P4	D	active	271
1	6	B	5	2%KB	P4	D	cyst	135
1	6	B	4	2%KB	P4	I	active	135
1	6	B	4	2%KB	P4	I	cyst	0
1	6	B	3	PAS	P1	NO	active	813
1	6	B	3	PAS	P1	NO	cyst	0
1	6	B	2	NA	NA	NA	NA	0
1	6	B	1	NA	NA	NA	NA	0
1	6	C	1	PAS	P6	F	active	2031
1	6	C	1	PAS	P6	F	cyst	0
1	6	C	2	2%KB	P5	G	active	406
1	6	C	2	2%KB	P5	G	cyst	0
1	6	C	3	PAS	P1	B	active	4063
1	6	C	3	PAS	P1	B	cyst	135
1	6	C	4	NA	NA	NA	NA	0
1	6	C	5	PAS	P4	NO	active	0
1	6	C	5	PAS	P4	NO	cyst	271
1	6	C	6	PAS	NO	B	NA	0
1	6	C	7	2%KB	P2	H	active	406
1	6	C	7	2%KB	P2	H	cyst	0
1	6	C	8	NA	NA	NA	NA	0
1	6	C	9	2%KB	P1	A	active	2167
1	6	C	9	2%KB	P1	A	cyst	0
1	6	C	10	NA	NA	NA	NA	0
1	6	C	11	PAS	P2	C	active	1896
1	6	C	11	PAS	P2	C	cyst	135
1	6	C	12	2%KB	NO	H	NA	0
1	6	D	12	2%KB	P3	NO	active	271
1	6	D	12	2%KB	P3	NO	cyst	406
1	6	D	11	2%KB	P4	I	active	135
1	6	D	11	2%KB	P4	I	cyst	135
1	6	D	10	2%KB	P6	B	active	542
1	6	D	10	2%KB	P6	B	cyst	0
1	6	D	9	PAS	P5	A	active	0
1	6	D	9	PAS	P5	A	cyst	0
1	6	D	8	2%KB	P6	D	active	135
1	6	D	8	2%KB	P6	D	cyst	0
1	6	D	7	2%KB	P2	F	active	2844
1	6	D	7	2%KB	P2	F	cyst	0
1	6	D	6	2%KB	P6	I	active	542
1	6	D	6	2%KB	P6	I	cyst	0
1	6	D	5	2%KB	P1	D	active	1083
1	6	D	5	2%KB	P1	D	cyst	0
1	6	D	4	2%KB	P6	NO	active	677
1	6	D	4	2%KB	P6	NO	cyst	0
1	6	D	3	2%KB	P2	B	active	948
1	6	D	3	2%KB	P2	B	cyst	0
1	6	D	2	PAS	NO	G	NA	0
1	6	D	1	2%KB	P3	I	active	542
1	6	D	1	2%KB	P3	I	cyst	677
1	6	E	1	PAS	P2	G	active	5281
1	6	E	1	PAS	P2	G	cyst	0
1	6	E	2	PAS	P6	NO	active	1625
1	6	E	2	PAS	P6	NO	cyst	0
1	6	E	3	NA	NA	NA	NA	0
1	6	E	4	2%KB	NO	D	NA	0
1	6	E	5	2%KB	P2	G	active	3792
1	6	E	5	2%KB	P2	G	cyst	0
1	6	E	6	PAS	P4	C	active	0
1	6	E	6	PAS	P4	C	cyst	271
1	6	E	7	PAS	NO	A	NA	0
1	6	E	8	2%KB	P2	G	active	2979
1	6	E	8	2%KB	P2	G	cyst	0
1	6	E	9	2%KB	P4	NO	active	0
1	6	E	9	2%KB	P4	NO	cyst	135
1	6	E	10	NA	NA	NA	NA	0
1	6	E	11	PAS	P6	E	active	677
1	6	E	11	PAS	P6	E	cyst	0
1	6	E	12	PAS	P1	E	active	3386
1	6	E	12	PAS	P1	E	cyst	0
1	6	F	12	PAS	P6	G	active	2844
1	6	F	12	PAS	P6	G	cyst	0
1	6	F	11	PAS	P3	G	active	2167
1	6	F	11	PAS	P3	G	cyst	677
1	6	F	10	2%KB	P1	H	active	0
1	6	F	10	2%KB	P1	H	cyst	0
1	6	F	9	NA	NA	NA	NA	0
1	6	F	8	2%KB	P5	NO	active	0
1	6	F	8	2%KB	P5	NO	cyst	0
1	6	F	7	2%KB	P5	D	active	0
1	6	F	7	2%KB	P5	D	cyst	0
1	6	F	6	PAS	P1	A	active	6229
1	6	F	6	PAS	P1	A	cyst	0
1	6	F	5	2%KB	NO	B	NA	0
1	6	F	4	PAS	P3	F	active	948
1	6	F	4	PAS	P3	F	cyst	271
1	6	F	3	2%KB	P3	F	active	5688
1	6	F	3	2%KB	P3	F	cyst	406
1	6	F	2	PAS	P4	A	active	813
1	6	F	2	PAS	P4	A	cyst	0
1	6	F	1	NA	NA	NA	NA	0
1	6	G	1	2%KB	P3	C	active	677
1	6	G	1	2%KB	P3	C	cyst	0
1	6	G	2	PAS	P4	H	active	0
1	6	G	2	PAS	P4	H	cyst	0
1	6	G	3	2%KB	P4	NO	active	0
1	6	G	3	2%KB	P4	NO	cyst	135
1	6	G	4	2%KB	P6	C	active	813
1	6	G	4	2%KB	P6	C	cyst	0
1	6	G	5	2%KB	P6	C	active	677
1	6	G	5	2%KB	P6	C	cyst	0
1	6	G	6	PAS	NO	C	NA	0
1	6	G	7	PAS	P6	B	active	1083
1	6	G	7	PAS	P6	B	cyst	0
1	6	G	8	2%KB	P5	H	active	0
1	6	G	8	2%KB	P5	H	cyst	135
1	6	G	9	2%KB	P1	G	active	1896
1	6	G	9	2%KB	P1	G	cyst	135
1	6	G	10	2%KB	P5	I	active	271
1	6	G	10	2%KB	P5	I	cyst	0
1	6	G	11	PAS	P2	H	active	1896
1	6	G	11	PAS	P2	H	cyst	0
1	6	G	12	NA	NA	NA	NA	0
1	6	H	12	2%KB	P4	B	active	0
1	6	H	12	2%KB	P4	B	cyst	135
1	6	H	11	2%KB	NO	C	NA	0
1	6	H	10	NA	NA	NA	NA	0
1	6	H	9	NA	NA	NA	NA	0
1	6	H	8	2%KB	NO	E	NA	0
1	6	H	7	2%KB	P3	G	active	8938
1	6	H	7	2%KB	P3	G	cyst	0
1	6	H	6	PAS	P1	I	active	2438
1	6	H	6	PAS	P1	I	cyst	0
1	6	H	5	NA	NA	NA	NA	0
1	6	H	4	NA	NA	NA	NA	0
1	6	H	3	2%KB	P1	E	active	2979
1	6	H	3	2%KB	P1	E	cyst	0
1	6	H	2	PAS	P4	E	active	677
1	6	H	2	PAS	P4	E	cyst	0
1	6	H	1	2%KB	P1	NO	active	2438
1	6	H	1	2%KB	P1	NO	cyst	135
1	7	A	1	NA	NA	NA	NA	0
1	7	A	2	2%KB	P1	H	active	0
1	7	A	2	2%KB	P1	H	cyst	135
1	7	A	3	2%KB	P2	C	active	542
1	7	A	3	2%KB	P2	C	cyst	135
1	7	A	4	PAS	NO	A	NA	0
1	7	A	5	2%KB	P6	G	active	1625
1	7	A	5	2%KB	P6	G	cyst	0
1	7	A	6	NA	NA	NA	NA	0
1	7	A	7	2%KB	P1	D	active	135
1	7	A	7	2%KB	P1	D	cyst	0
1	7	A	8	2%KB	P2	E	active	1896
1	7	A	8	2%KB	P2	E	cyst	0
1	7	A	9	PAS	P3	NO	active	135
1	7	A	9	PAS	P3	NO	cyst	406
1	7	A	10	PAS	P5	F	active	0
1	7	A	10	PAS	P5	F	cyst	0
1	7	A	11	2%KB	P2	D	active	1083
1	7	A	11	2%KB	P2	D	cyst	135
1	7	A	12	2%KB	P2	F	active	1625
1	7	A	12	2%KB	P2	F	cyst	271
1	7	B	12	2%KB	P1	F	active	2844
1	7	B	12	2%KB	P1	F	cyst	0
1	7	B	11	2%KB	P1	E	active	1354
1	7	B	11	2%KB	P1	E	cyst	0
1	7	B	10	NA	NA	NA	NA	0
1	7	B	9	PAS	P2	NO	active	1625
1	7	B	9	PAS	P2	NO	cyst	0
1	7	B	8	2%KB	P6	B	active	677
1	7	B	8	2%KB	P6	B	cyst	0
1	7	B	7	NA	NA	NA	NA	0
1	7	B	6	PAS	P6	B	active	1219
1	7	B	6	PAS	P6	B	cyst	0
1	7	B	5	2%KB	P3	C	active	813
1	7	B	5	2%KB	P3	C	cyst	677
1	7	B	4	2%KB	P1	G	active	1896
1	7	B	4	2%KB	P1	G	cyst	0
1	7	B	3	PAS	P3	F	active	2167
1	7	B	3	PAS	P3	F	cyst	542
1	7	B	2	PAS	P5	C	active	0
1	7	B	2	PAS	P5	C	cyst	0
1	7	B	1	2%KB	P4	D	active	0
1	7	B	1	2%KB	P4	D	cyst	271
1	7	C	1	PAS	P4	D	active	677
1	7	C	1	PAS	P4	D	cyst	135
1	7	C	2	NA	NA	NA	NA	0
1	7	C	3	2%KB	NO	A	NA	0
1	7	C	4	2%KB	P3	NO	active	135
1	7	C	4	2%KB	P3	NO	cyst	677
1	7	C	5	2%KB	NO	F	NA	0
1	7	C	6	2%KB	P2	I	active	406
1	7	C	6	2%KB	P2	I	cyst	135
1	7	C	7	2%KB	P2	B	active	677
1	7	C	7	2%KB	P2	B	cyst	0
1	7	C	8	2%KB	P6	H	active	0
1	7	C	8	2%KB	P6	H	cyst	0
1	7	C	9	NA	NA	NA	NA	0
1	7	C	10	PAS	P3	E	active	813
1	7	C	10	PAS	P3	E	cyst	1219
1	7	C	11	2%KB	P1	G	active	4740
1	7	C	11	2%KB	P1	G	cyst	0
1	7	C	12	PAS	P6	NO	active	1083
1	7	C	12	PAS	P6	NO	cyst	0
1	7	D	12	2%KB	P4	C	active	271
1	7	D	12	2%KB	P4	C	cyst	0
1	7	D	11	PAS	P3	C	active	271
1	7	D	11	PAS	P3	C	cyst	542
1	7	D	10	NA	NA	NA	NA	0
1	7	D	9	PAS	P5	H	active	0
1	7	D	9	PAS	P5	H	cyst	0
1	7	D	8	2%KB	P1	NO	active	271
1	7	D	8	2%KB	P1	NO	cyst	0
1	7	D	7	2%KB	P3	G	active	5146
1	7	D	7	2%KB	P3	G	cyst	135
1	7	D	6	NA	NA	NA	NA	0
1	7	D	5	PAS	P6	I	active	2573
1	7	D	5	PAS	P6	I	cyst	0
1	7	D	4	2%KB	P5	C	active	135
1	7	D	4	2%KB	P5	C	cyst	0
1	7	D	3	2%KB	P4	B	active	135
1	7	D	3	2%KB	P4	B	cyst	542
1	7	D	2	PAS	P6	A	active	1219
1	7	D	2	PAS	P6	A	cyst	0
1	7	D	1	2%KB	P3	I	active	0
1	7	D	1	2%KB	P3	I	cyst	1625
1	7	E	1	2%KB	NO	D	NA	0
1	7	E	2	NA	NA	NA	NA	0
1	7	E	3	2%KB	P2	B	active	271
1	7	E	3	2%KB	P2	B	cyst	0
1	7	E	4	PAS	P4	H	active	0
1	7	E	4	PAS	P4	H	cyst	0
1	7	E	5	PAS	P1	D	active	2708
1	7	E	5	PAS	P1	D	cyst	0
1	7	E	6	2%KB	P3	H	active	135
1	7	E	6	2%KB	P3	H	cyst	1083
1	7	E	7	2%KB	P4	E	active	0
1	7	E	7	2%KB	P4	E	cyst	135
1	7	E	8	2%KB	NO	B	NA	0
1	7	E	9	PAS	P1	NO	active	1219
1	7	E	9	PAS	P1	NO	cyst	0
1	7	E	10	2%KB	P2	I	active	135
1	7	E	10	2%KB	P2	I	cyst	0
1	7	E	11	2%KB	P1	H	active	0
1	7	E	11	2%KB	P1	H	cyst	0
1	7	E	12	2%KB	NO	I	NA	0
1	7	F	12	2%KB	P1	C	active	1219
1	7	F	12	2%KB	P1	C	cyst	0
1	7	F	11	2%KB	P5	E	active	0
1	7	F	11	2%KB	P5	E	cyst	0
1	7	F	10	NA	NA	NA	NA	0
1	7	F	9	2%KB	P3	D	active	135
1	7	F	9	2%KB	P3	D	cyst	1083
1	7	F	8	PAS	P6	C	active	1219
1	7	F	8	PAS	P6	C	cyst	0
1	7	F	7	PAS	NO	F	NA	0
1	7	F	6	PAS	P3	A	active	3386
1	7	F	6	PAS	P3	A	cyst	271
1	7	F	5	PAS	P1	H	active	1625
1	7	F	5	PAS	P1	H	cyst	0
1	7	F	4	2%KB	P2	H	active	0
1	7	F	4	2%KB	P2	H	cyst	0
1	7	F	3	2%KB	P4	F	active	813
1	7	F	3	2%KB	P4	F	cyst	0
1	7	F	2	PAS	P5	G	active	0
1	7	F	2	PAS	P5	G	cyst	0
1	7	F	1	2%KB	P2	D	active	542
1	7	F	1	2%KB	P2	D	cyst	0
1	7	G	1	NA	NA	NA	NA	0
1	7	G	2	PAS	P1	E	active	5281
1	7	G	2	PAS	P1	E	cyst	0
1	7	G	3	2%KB	P6	H	active	0
1	7	G	3	2%KB	P6	H	cyst	0
1	7	G	4	PAS	P4	G	active	271
1	7	G	4	PAS	P4	G	cyst	135
1	7	G	5	PAS	P2	C	active	4198
1	7	G	5	PAS	P2	C	cyst	0
1	7	G	6	2%KB	P5	E	active	271
1	7	G	6	2%KB	P5	E	cyst	0
1	7	G	7	2%KB	P2	F	active	2167
1	7	G	7	2%KB	P2	F	cyst	0
1	7	G	8	2%KB	P5	C	active	0
1	7	G	8	2%KB	P5	C	cyst	0
1	7	G	9	2%KB	P3	F	active	5146
1	7	G	9	2%KB	P3	F	cyst	813
1	7	G	10	PAS	NO	D	NA	0
1	7	G	11	2%KB	P3	C	active	677
1	7	G	11	2%KB	P3	C	cyst	813
1	7	G	12	2%KB	P2	A	active	542
1	7	G	12	2%KB	P2	A	cyst	0
1	7	H	12	NA	NA	NA	NA	0
1	7	H	11	2%KB	P6	E	active	1083
1	7	H	11	2%KB	P6	E	cyst	0
1	7	H	10	2%KB	P1	I	active	542
1	7	H	10	2%KB	P1	I	cyst	0
1	7	H	9	PAS	P5	B	active	0
1	7	H	9	PAS	P5	B	cyst	0
1	7	H	8	2%KB	P4	I	active	135
1	7	H	8	2%KB	P4	I	cyst	406
1	7	H	7	NA	NA	NA	NA	0
1	7	H	6	NA	NA	NA	NA	0
1	7	H	5	PAS	NO	C	NA	0
1	7	H	4	PAS	NO	H	NA	0
1	7	H	3	PAS	P6	G	active	1354
1	7	H	3	PAS	P6	G	cyst	0
1	7	H	2	NA	NA	NA	NA	0
1	7	H	1	PAS	P2	H	active	2302
1	7	H	1	PAS	P2	H	cyst	0
3	1	A	1	PAS	Blank	Blank	NA	0
3	1	A	2	2%KB	Blank	Blank	NA	0
3	1	A	3	2%KB	P4	NO	active	189588
3	1	A	3	2%KB	P4	NO	cyst	677
3	1	A	4	2%KB	P1	NO	active	38866
3	1	A	4	2%KB	P1	NO	cyst	0
3	1	A	5	PAS	P4	A	active	677
3	1	A	5	PAS	P4	A	cyst	45366
3	1	A	6	2%KB	P2	A	active	213964
3	1	A	6	2%KB	P2	A	cyst	0
3	1	A	7	2%KB	P6	A	active	12865
3	1	A	7	2%KB	P6	A	cyst	0
3	1	A	8	PAS	P3	D	active	5146
3	1	A	8	PAS	P3	D	cyst	20042
3	1	A	9	PAS	P1	D	active	54981
3	1	A	9	PAS	P1	D	cyst	0
3	1	A	10	2%KB	P6	G	active	2708
3	1	A	10	2%KB	P6	G	cyst	0
3	1	A	11	PAS	P5	D	active	406
3	1	A	11	PAS	P5	D	cyst	135
3	1	A	12	2%KB	P6	B	active	2031
3	1	A	12	2%KB	P6	B	cyst	0
3	1	B	12	PAS	P1	G	active	134337
3	1	B	12	PAS	P1	G	cyst	0
3	1	B	11	2%KB	P6	D	active	406
3	1	B	11	2%KB	P6	D	cyst	0
3	1	B	10	2%KB	P3	E	active	1083
3	1	B	10	2%KB	P3	E	cyst	0
3	1	B	9	PAS	P4	B	active	5688
3	1	B	9	PAS	P4	B	cyst	25730
3	1	B	8	2%KB	P4	NO	active	221005
3	1	B	8	2%KB	P4	NO	cyst	0
3	1	B	7	PAS	P5	B	active	0
3	1	B	7	PAS	P5	B	cyst	0
3	1	B	6	2%KB	NO	G	NA	0
3	1	B	5	2%KB	P3	A	active	82606
3	1	B	5	2%KB	P3	A	cyst	43334
3	1	B	4	PAS	P3	A	active	2302
3	1	B	4	PAS	P3	A	cyst	63647
3	1	B	3	PAS	P4	F	active	813
3	1	B	3	PAS	P4	F	cyst	33855
3	1	B	2	PAS	P5	I	active	1490
3	1	B	2	PAS	P5	I	cyst	0
3	1	B	1	PAS	P1	F	active	85315
3	1	B	1	PAS	P1	F	cyst	0
3	1	C	1	PAS	P2	A	active	160879
3	1	C	1	PAS	P2	A	cyst	0
3	1	C	2	NA	NA	NA	NA	0
3	1	C	3	PAS	P3	H	active	0
3	1	C	3	PAS	P3	H	cyst	1354
3	1	C	4	PAS	P4	C	active	25324
3	1	C	4	PAS	P4	C	cyst	677
3	1	C	5	PAS	P1	C	active	38053
3	1	C	5	PAS	P1	C	cyst	0
3	1	C	6	NA	NA	NA	NA	0
3	1	C	7	PAS	P2	D	active	65002
3	1	C	7	PAS	P2	D	cyst	0
3	1	C	8	PAS	P3	I	active	948
3	1	C	8	PAS	P3	I	cyst	19636
3	1	C	9	2%KB	P1	B	active	0
3	1	C	9	2%KB	P1	B	cyst	0
3	1	C	10	NA	NA	NA	NA	0
3	1	C	11	NA	NA	NA	NA	0
3	1	C	12	NA	NA	NA	NA	0
3	1	D	12	PAS	P4	E	active	19500
3	1	D	12	PAS	P4	E	cyst	40355
3	1	D	11	NA	NA	NA	NA	0
3	1	D	10	2%KB	P3	H	active	0
